Gene stable ID	Chromosome/scaffold name	Gene start (bp)
ENSG00000275746	CHR_HSCHR15_4_CTG8	31478417
ENSG00000263926	6	37555365
ENSG00000212594	12	103592112
ENSG00000283726	3	49806137
ENSG00000275842	20	63919868
ENSG00000266166	16	25185253
ENSG00000276275	CHR_HSCHR8_5_CTG7	141453377
ENSG00000251834	9	15431899
ENSG00000251718	2	11561194
ENSG00000201666	X	28924069
ENSG00000221261	8	128150116
ENSG00000265725	6	120015179
ENSG00000273927	7	73039085
ENSG00000212572	18	9617964
ENSG00000278658	3	129272146
ENSG00000252036	10	110756456
ENSG00000212482	7	79343266
ENSG00000276753	22	49962866
ENSG00000273948	17	17675366
ENSG00000283351	9	91636264
ENSG00000199370	7	148389645
ENSG00000283923	7	117020211
ENSG00000221459	X	47388649
ENSG00000199884	2	152284350
ENSG00000207931	4	114656759
ENSG00000252206	12	56352387
ENSG00000212145	3	41899111
ENSG00000276083	3	127587111
ENSG00000265852	CHR_HSCHR6_MHC_QBL_CTG1	31486996
ENSG00000252386	20	41684986
ENSG00000283691	11	118994560
ENSG00000264744	9	134849298
ENSG00000207270	2	149610668
ENSG00000221093	8	56121242
ENSG00000207002	3	123814077
ENSG00000221296	4	173268160
ENSG00000266515	4	86542482
ENSG00000264400	19	35414881
ENSG00000276193	8	133668420
ENSG00000212013	X	147258760
ENSG00000199364	10	110761142
ENSG00000202309	2	39128826
ENSG00000201392	X	71965972
ENSG00000240853	9	131725168
ENSG00000202259	1	100000637
ENSG00000273882	4	101240795
ENSG00000207619	5	169263601
ENSG00000253039	1	44932323
ENSG00000273835	15	25193321
ENSG00000252424	14	49552633
ENSG00000263517	CHR_HSCHR6_MHC_MCF_CTG1	30211301
ENSG00000284447	5	88666853
ENSG00000274263	9	111271156
ENSG00000252717	1	101859851
ENSG00000264028	12	54344610
ENSG00000200434	16	34162959
ENSG00000223189	7	128627172
ENSG00000266178	CHR_HSCHR6_MHC_COX_CTG1	30922332
ENSG00000278771	14	49853616
ENSG00000240647	22	31981147
ENSG00000283278	7	71307674
ENSG00000207814	9	120244979
ENSG00000212368	4	76356610
ENSG00000251753	13	90781766
ENSG00000238363	5	112161485
ENSG00000199622	X	13596236
ENSG00000277830	20	49278427
ENSG00000210709	17	46921124
ENSG00000207461	6	117457734
ENSG00000284547	9	127785918
ENSG00000244066	1	244103932
ENSG00000264268	X	7147860
ENSG00000199390	14	100963054
ENSG00000206799	11	93730979
ENSG00000239948	19	43660500
ENSG00000223145	2	7141227
ENSG00000240233	14	77547566
ENSG00000265848	9	134849609
ENSG00000199354	8	90511128
ENSG00000251897	18	6936912
ENSG00000264573	X	41345576
ENSG00000281614	CHR_HG2232_PATCH	233059967
ENSG00000265159	CHR_HSCHR6_MHC_MANN_CTG1	33353481
ENSG00000202434	2	197404718
ENSG00000199938	6	38565950
ENSG00000276861	2	89600571
ENSG00000200738	19	32243965
ENSG00000252798	16	21587627
ENSG00000263864	CHR_HSCHR6_MHC_APD_CTG1	31902285
ENSG00000207191	15	25062333
ENSG00000273829	16	50054143
ENSG00000241665	3	69769487
ENSG00000223259	X	76655009
ENSG00000212560	X	42139425
ENSG00000278363	CHR_HSCHR19LRC_PGF2_CTG3_1	54160649
ENSG00000275992	15	75292706
ENSG00000252928	13	30281765
ENSG00000207466	1	38950825
ENSG00000265707	CHR_HSCHR6_MHC_DBB_CTG1	31819261
ENSG00000252414	2	64578892
ENSG00000201644	4	75662120
ENSG00000212249	5	68873954
ENSG00000277136	19	41442102
ENSG00000206832	1	109591534
ENSG00000238441	5	35632963
ENSG00000275971	12	97530656
ENSG00000253081	3	8364529
ENSG00000222726	13	20612161
ENSG00000206952	16	58559796
ENSG00000242559	X	41683168
ENSG00000222202	9	20418321
ENSG00000206618	17	6207163
ENSG00000243633	7	21215537
ENSG00000278036	CHR_HSCHR10_1_CTG1	27315120
ENSG00000206712	3	98804978
ENSG00000244328	7	152757662
ENSG00000239185	2	117139715
ENSG00000200849	10	10232611
ENSG00000200291	X	117914244
ENSG00000206970	2	203782037
ENSG00000206944	18	48169784
ENSG00000223282	1	226445937
ENSG00000276565	CHR_HSCHR11_1_CTG6	1586202
ENSG00000264955	CHR_HSCHR6_MHC_COX_CTG1	31766178
ENSG00000200237	19	9819954
ENSG00000199846	7	129484504
ENSG00000199291	14	31258608
ENSG00000202082	5	126553302
ENSG00000200089	14	100993236
ENSG00000239143	2	85332895
ENSG00000199426	17	58666537
ENSG00000222123	15	25738508
ENSG00000207134	1	155358712
ENSG00000241198	X	131134086
ENSG00000251776	9	83200940
ENSG00000207025	X	18395994
ENSG00000263358	CHR_HSCHR6_MHC_SSTO_CTG1	31527123
ENSG00000252271	16	58384442
ENSG00000252546	19	12070164
ENSG00000212314	19	54263951
ENSG00000207342	14	88840165
ENSG00000276568	19	6928345
ENSG00000222880	12	80343515
ENSG00000201687	11	113859346
ENSG00000207486	X	73397531
ENSG00000202382	2	85367585
ENSG00000278591	17	43300041
ENSG00000266548	CHR_HSCHR6_MHC_APD_CTG1	31563664
ENSG00000206759	3	66293114
ENSG00000241868	3	196397508
ENSG00000206880	1	168263375
ENSG00000258002	CHR_HSCHR6_MHC_MCF_CTG1	31249103
ENSG00000265315	17	46537534
ENSG00000262922	CHR_HSCHR5_1_CTG5	162477891
ENSG00000239202	2	231645998
ENSG00000251868	16	72821933
ENSG00000276096	16	4756338
ENSG00000264809	1	178484408
ENSG00000201663	12	7850717
ENSG00000201348	20	8831186
ENSG00000201133	7	50935350
ENSG00000201302	9	127448501
ENSG00000273591	1	149290513
ENSG00000261709	15	45214906
ENSG00000263937	CHR_HSCHR6_MHC_COX_CTG1	28916461
ENSG00000278625	KI270744.1	51009
ENSG00000222623	1	157784
ENSG00000207410	17	67271469
ENSG00000251771	CHR_HSCHR16_1_CTG1	15962302
ENSG00000252062	4	84886386
ENSG00000206805	17	48479097
ENSG00000252611	10	114969460
ENSG00000201954	10	76260800
ENSG00000273843	KI270728.1	137798
ENSG00000283666	4	29510635
ENSG00000222174	18	586517
ENSG00000251884	9	95142449
ENSG00000281859	1	44778390
ENSG00000251889	2	48340687
ENSG00000206593	5	109014834
ENSG00000274059	1	207708898
ENSG00000252198	14	58441844
ENSG00000252604	4	154790291
ENSG00000222520	18	21928985
ENSG00000200800	1	96225901
ENSG00000274228	16	35748520
ENSG00000222468	8	31598099
ENSG00000206737	1	143729407
ENSG00000252413	1	39723566
ENSG00000238427	3	160472348
ENSG00000274878	13	50049591
ENSG00000251796	Y	26247384
ENSG00000207292	6	149631437
ENSG00000269823	CHR_HSCHR1_1_CTG31	153789602
ENSG00000206677	X	40492844
ENSG00000274053	CHR_HSCHR19LRC_PGF2_CTG3_1	54643934
ENSG00000266582	18	47380496
ENSG00000207088	3	129397210
ENSG00000222329	19	223158
ENSG00000252891	6	89898283
ENSG00000207699	19	53739333
ENSG00000222974	7	12876684
ENSG00000252727	12	8597509
ENSG00000221801	16	11306440
ENSG00000264961	17	80419418
ENSG00000200389	3	141902924
ENSG00000266158	X	47280811
ENSG00000276197	GL000220.1	105287
ENSG00000283490	19	53708735
ENSG00000201042	12	118888434
ENSG00000207450	8	47805079
ENSG00000199411	9	137094345
ENSG00000274187	CHR_HSCHR6_MHC_SSTO_CTG1	30048502
ENSG00000265820	16	1734985
ENSG00000200893	16	20784509
ENSG00000264399	17	58335976
ENSG00000202395	13	37166352
ENSG00000276552	CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54899032
ENSG00000208008	19	51693254
ENSG00000206992	12	51987657
ENSG00000200156	15	65304677
ENSG00000200153	16	70445293
ENSG00000200855	11	108084913
ENSG00000252743	6	31756951
ENSG00000244308	3	120110498
ENSG00000283561	14	101040069
ENSG00000252514	5	130386621
ENSG00000207965	15	70079372
ENSG00000199200	10	34201979
ENSG00000284258	19	44758657
ENSG00000263558	17	59059226
ENSG00000211574	14	100852390
ENSG00000200982	1	248045788
ENSG00000211137	15	62823957
ENSG00000276047	5	123070782
ENSG00000199979	16	68885576
ENSG00000221739	17	48156427
ENSG00000221440	4	88206427
ENSG00000252999	14	20090130
ENSG00000252506	1	229383128
ENSG00000221710	X	114715233
ENSG00000251840	8	123588759
ENSG00000266423	11	66934434
ENSG00000202415	1	9947318
ENSG00000275429	16	28390982
ENSG00000221439	12	781133
ENSG00000273700	12	111304142
ENSG00000264941	9	20502265
ENSG00000206671	6	27596412
ENSG00000275268	X	140451148
ENSG00000283300	21	28743208
ENSG00000206768	14	69143852
ENSG00000206702	6	13214056
ENSG00000277614	CHR_HSCHR15_4_CTG8	32721966
ENSG00000274905	CHR_HSCHR19LRC_LRC_I_CTG3_1	54160649
ENSG00000202035	7	73403788
ENSG00000240160	22	23261782
ENSG00000284247	1	98045242
ENSG00000202175	3	33491983
ENSG00000238724	11	114527129
ENSG00000201823	6	31835263
ENSG00000207241	1	75787889
ENSG00000252497	14	64909488
ENSG00000276022	CHR_HSCHR19LRC_PGF2_CTG3_1	54107066
ENSG00000275123	CHR_HSCHR19LRC_LRC_T_CTG3_1	54069947
ENSG00000251842	5	149057554
ENSG00000274799	5	148389748
ENSG00000277817	1	155951273
ENSG00000202498	1	215630026
ENSG00000274202	GL000216.2	93197
ENSG00000266144	1	162157107
ENSG00000238316	1	26642286
ENSG00000201635	3	45903187
ENSG00000201613	6	126590287
ENSG00000274819	12	97532691
ENSG00000243900	13	51469753
ENSG00000206649	8	80316939
ENSG00000264802	1	201719508
ENSG00000266618	1	224398227
ENSG00000264275	2	202333439
ENSG00000253072	11	15481808
ENSG00000277947	17	19112419
ENSG00000200852	X	9133828
ENSG00000207202	X	10582817
ENSG00000243366	13	98671980
ENSG00000207708	12	6964097
ENSG00000278596	1	148388282
ENSG00000263511	10	641689
ENSG00000238943	12	8592476
ENSG00000239899	2	11584773
ENSG00000201533	4	139685127
ENSG00000222743	5	37619985
ENSG00000238697	6	76446988
ENSG00000283799	1	231019828
ENSG00000277030	14	105640168
ENSG00000238575	18	2555358
ENSG00000265014	11	46451805
ENSG00000200403	1	19305076
ENSG00000223313	15	40529570
ENSG00000264572	10	125032783
ENSG00000202257	1	228643809
ENSG00000212283	2	101272936
ENSG00000207069	2	25008845
ENSG00000265867	16	2133119
ENSG00000243029	2	65545401
ENSG00000212422	7	10222797
ENSG00000284108	11	61792495
ENSG00000199130	16	14309285
ENSG00000207971	11	122099757
ENSG00000253010	6	53415294
ENSG00000252508	13	92059844
ENSG00000200484	10	32394558
ENSG00000265874	11	65649192
ENSG00000265754	CHR_HSCHR6_MHC_MCF_CTG1	31699371
ENSG00000252752	1	93010257
ENSG00000207375	15	25091786
ENSG00000239640	1	52714399
ENSG00000252401	10	28652630
ENSG00000267200	17	2049908
ENSG00000251844	12	97552137
ENSG00000251741	5	113493835
ENSG00000199122	12	54337216
ENSG00000275022	11	68044794
ENSG00000223225	4	118606450
ENSG00000265110	17	15251627
ENSG00000252530	1	101728642
ENSG00000202151	13	60187738
ENSG00000275143	17	77089307
ENSG00000238964	16	14643788
ENSG00000280505	CHR_HG126_PATCH	72583719
ENSG00000264387	13	55174454
ENSG00000278226	4	56810422
ENSG00000251964	CHR_HSCHR16_1_CTG1	14643787
ENSG00000200171	1	44153385
ENSG00000276664	22	30971005
ENSG00000207569	14	100881886
ENSG00000284085	17	28861655
ENSG00000266645	11	11656651
ENSG00000199855	10	27088321
ENSG00000206651	1	156484098
ENSG00000273573	1	181668749
ENSG00000238745	5	138623479
ENSG00000283783	13	90231182
ENSG00000266703	11	90555774
ENSG00000199731	5	32234766
ENSG00000201523	6	19438283
ENSG00000264966	15	89850637
ENSG00000244232	3	128785147
ENSG00000223162	9	27198287
ENSG00000202071	3	66003839
ENSG00000200630	8	13160178
ENSG00000200309	12	49132853
ENSG00000284324	15	92904399
ENSG00000283728	19	2434914
ENSG00000201660	X	5410122
ENSG00000263978	13	20433778
ENSG00000272025	2	65158662
ENSG00000266589	15	66496958
ENSG00000200135	12	112149360
ENSG00000243505	11	29721399
ENSG00000201240	14	100966029
ENSG00000201421	1	185251313
ENSG00000211520	2	56000714
ENSG00000284557	15	101960459
ENSG00000265444	17	31094350
ENSG00000201031	3	149094353
ENSG00000221525	14	101042977
ENSG00000252070	11	57450183
ENSG00000199319	3	142673597
ENSG00000239953	6	37361185
ENSG00000222629	10	125890566
ENSG00000252568	11	9843815
ENSG00000263468	2	206783234
ENSG00000238735	2	20246326
ENSG00000201733	11	66432763
ENSG00000252363	17	8511125
ENSG00000264113	17	4882975
ENSG00000274054	17	38825838
ENSG00000277249	17	45114367
ENSG00000274716	5	179492076
ENSG00000284271	CHR_HG2104_PATCH	112956601
ENSG00000266454	16	18411894
ENSG00000212273	8	133644598
ENSG00000275166	21	41746772
ENSG00000207433	9	15544188
ENSG00000252147	X	119456558
ENSG00000283712	1	1312502
ENSG00000206669	19	36858227
ENSG00000275319	22	18524620
ENSG00000283218	18	30298910
ENSG00000207734	19	53712268
ENSG00000252149	10	48040462
ENSG00000222293	9	86422938
ENSG00000207838	19	53741313
ENSG00000201044	2	230752141
ENSG00000283225	22	27920526
ENSG00000277568	5	146510116
ENSG00000207205	1	144412576
ENSG00000283749	1	54054079
ENSG00000199668	16	11315067
ENSG00000201672	14	100936491
ENSG00000276134	CHR_HSCHR5_4_CTG1_1	125350868
ENSG00000284436	20	1392900
ENSG00000207585	19	13874875
ENSG00000275001	10	16767235
ENSG00000283333	3	176515103
ENSG00000284175	22	46113566
ENSG00000208839	X	114630797
ENSG00000283701	1	155346350
ENSG00000276902	21	6365955
ENSG00000274701	8	94655911
ENSG00000212407	8	32911493
ENSG00000243539	1	12036740
ENSG00000277396	2	47383160
ENSG00000265617	20	60564562
ENSG00000273516	1	121008362
ENSG00000266559	19	39409623
ENSG00000283468	4	163093574
ENSG00000264792	5	14825929
ENSG00000223306	1	225741275
ENSG00000253021	19	44085213
ENSG00000262710	CHR_HSCHR1_1_CTG31	153802951
ENSG00000274194	CHR_HSCHR19LRC_PGF2_CTG3_1	54173854
ENSG00000283936	1	165907921
ENSG00000243333	5	119306343
ENSG00000264073	22	27920525
ENSG00000201370	5	16623004
ENSG00000202601	5	59703606
ENSG00000199788	13	49095391
ENSG00000206743	5	37700331
ENSG00000221697	6	33999972
ENSG00000207598	20	63178500
ENSG00000201006	2	120651273
ENSG00000274170	22	32368497
ENSG00000283844	1	172138798
ENSG00000201270	1	164980035
ENSG00000202231	X	100822620
ENSG00000252739	4	102837047
ENSG00000200709	13	45551485
ENSG00000263834	5	1062896
ENSG00000283969	7	44073378
ENSG00000275394	CHR_HSCHR15_4_CTG8	30263132
ENSG00000283493	X	13590292
ENSG00000284311	1	228397048
ENSG00000241159	2	70965584
ENSG00000264534	3	10330229
ENSG00000221139	18	21450653
ENSG00000223086	4	10115756
ENSG00000239542	17	41730127
ENSG00000200070	15	59212648
ENSG00000222472	13	96949249
ENSG00000207578	5	96079138
ENSG00000202240	18	57284602
ENSG00000266113	CHR_HSCHR6_MHC_DBB_CTG1	31760998
ENSG00000207325	13	32763438
ENSG00000284229	8	144317246
ENSG00000212219	7	151900275
ENSG00000278103	3	96359964
ENSG00000199858	3	178007672
ENSG00000278069	10	2076019
ENSG00000277637	15	30143733
ENSG00000251803	10	17403508
ENSG00000240626	19	33927364
ENSG00000200288	3	177624282
ENSG00000266619	6	44435641
ENSG00000252254	1	8328067
ENSG00000202281	7	83017898
ENSG00000283207	4	36426366
ENSG00000263697	9	137169186
ENSG00000274809	10	3991160
ENSG00000200755	1	173969318
ENSG00000207356	1	39944890
ENSG00000284518	7	100156605
ENSG00000252681	Y	23740942
ENSG00000200261	9	112169286
ENSG00000278140	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54868982
ENSG00000212167	2	175022214
ENSG00000222236	4	71759518
ENSG00000201649	2	200373175
ENSG00000222727	4	186026456
ENSG00000266270	4	78820752
ENSG00000221331	10	12725254
ENSG00000202034	12	62545582
ENSG00000278236	7	87184849
ENSG00000211991	X	70022857
ENSG00000199700	7	135960703
ENSG00000278682	CHR_HSCHR19LRC_PGF2_CTG3_1	54703078
ENSG00000283858	8	1801125
ENSG00000277031	15	30560644
ENSG00000199036	6	33207835
ENSG00000221371	10	14436576
ENSG00000200279	14	100967052
ENSG00000221206	3	110551845
ENSG00000212584	X	101691580
ENSG00000252649	20	31356870
ENSG00000200318	15	58760466
ENSG00000266038	8	6745164
ENSG00000238959	3	73027808
ENSG00000278379	CHR_HSCHR11_1_CTG5	7899815
ENSG00000199326	4	88226729
ENSG00000252837	14	57837354
ENSG00000207571	12	54033950
ENSG00000199177	9	21512115
ENSG00000212303	7	135665599
ENSG00000207320	X	3641443
ENSG00000207768	X	50003503
ENSG00000252590	7	23450658
ENSG00000207175	X	119423742
ENSG00000252428	9	72299720
ENSG00000207430	15	30581184
ENSG00000252587	16	35754923
ENSG00000266855	9	91636251
ENSG00000277774	9	39886861
ENSG00000266099	12	94561789
ENSG00000265236	6	31541101
ENSG00000265735	9	9442060
ENSG00000200065	5	32134738
ENSG00000252935	8	78398515
ENSG00000207383	2	112579484
ENSG00000199107	14	101065300
ENSG00000201846	4	148557947
ENSG00000264823	9	128244947
ENSG00000199667	8	100185138
ENSG00000201207	6	31663288
ENSG00000207170	2	18583367
ENSG00000222490	3	90184634
ENSG00000202186	20	47484278
ENSG00000263359	CHR_HSCHR6_MHC_COX_CTG1	31523826
ENSG00000221466	X	38023895
ENSG00000222764	6	141486141
ENSG00000212215	5	61664145
ENSG00000264733	16	12720321
ENSG00000252879	1	212099521
ENSG00000207077	5	100153672
ENSG00000273629	1	176217541
ENSG00000207308	11	2321718
ENSG00000222371	10	68158079
ENSG00000274889	CHR_HSCHR19LRC_LRC_S_CTG3_1	54069947
ENSG00000243365	15	76976915
ENSG00000211583	X	152393421
ENSG00000275259	16	14925937
ENSG00000200379	3	56072104
ENSG00000200301	20	35195306
ENSG00000199222	10	21481716
ENSG00000202344	2	55951654
ENSG00000207496	3	12840312
ENSG00000252261	8	32192028
ENSG00000252920	1	153012482
ENSG00000212338	1	179196473
ENSG00000199831	1	55376526
ENSG00000266276	18	48670600
ENSG00000253040	18	42270589
ENSG00000252905	11	8845263
ENSG00000199695	22	31222745
ENSG00000252984	15	57405074
ENSG00000278732	13	31975167
ENSG00000222915	22	30421045
ENSG00000201825	18	47234442
ENSG00000207005	1	16895980
ENSG00000283330	19	53734877
ENSG00000200670	7	65814672
ENSG00000222682	13	106155372
ENSG00000199629	7	53366058
ENSG00000242118	2	81967079
ENSG00000222874	20	46859333
ENSG00000212564	21	15614283
ENSG00000207051	13	27255401
ENSG00000277510	19	40450225
ENSG00000263994	CHR_HSCHR6_MHC_SSTO_CTG1	31613823
ENSG00000274063	CHR_HSCHR6_MHC_COX_CTG1	29060593
ENSG00000265392	1	6429834
ENSG00000277636	19	54645309
ENSG00000252636	17	49036352
ENSG00000251892	8	106729795
ENSG00000252107	6	140158591
ENSG00000202263	1	78094807
ENSG00000199933	12	101719808
ENSG00000252133	9	62358191
ENSG00000252472	Y	7423054
ENSG00000251924	16	35735372
ENSG00000265744	1	233624152
ENSG00000284481	20	2652777
ENSG00000273874	1	187891
ENSG00000266035	CHR_HSCHR6_MHC_QBL_CTG1	32036120
ENSG00000266081	CHR_HSCHR6_MHC_MANN_CTG1	32572064
ENSG00000221303	14	81202695
ENSG00000202264	1	227561181
ENSG00000253000	4	178116721
ENSG00000212424	15	44884616
ENSG00000266719	10	72721029
ENSG00000201700	14	100929919
ENSG00000200752	18	50959267
ENSG00000276869	1	12029158
ENSG00000275939	5	131440031
ENSG00000199687	2	85728194
ENSG00000264354	3	15697298
ENSG00000200217	10	109239639
ENSG00000212170	15	82174224
ENSG00000263418	CHR_HSCHR6_MHC_MANN_CTG1	32117921
ENSG00000275664	21	8205851
ENSG00000199773	5	7980146
ENSG00000200326	15	27280318
ENSG00000284415	10	98395218
ENSG00000207459	5	134634839
ENSG00000278459	12	7856169
ENSG00000221263	5	100816482
ENSG00000222185	14	100998467
ENSG00000200626	10	106970021
ENSG00000199410	X	16912215
ENSG00000223260	X	96410432
ENSG00000206947	7	39329003
ENSG00000274986	11	64898363
ENSG00000201609	1	19510593
ENSG00000242014	6	33540694
ENSG00000207604	6	52144349
ENSG00000207721	1	71067631
ENSG00000199594	3	37140327
ENSG00000222126	2	148825691
ENSG00000207199	8	39018615
ENSG00000199289	6	26519351
ENSG00000222588	10	119060983
ENSG00000275134	14	100898958
ENSG00000200764	2	207687960
ENSG00000251906	4	104974672
ENSG00000253080	12	111339527
ENSG00000206775	19	3982507
ENSG00000221393	7	18127220
ENSG00000263615	13	99643059
ENSG00000276081	1	77060143
ENSG00000277005	CHR_HSCHR17_7_CTG4	38528620
ENSG00000276723	9	65573384
ENSG00000275660	CHR_HSCHR11_1_CTG7	2871423
ENSG00000200132	18	14531676
ENSG00000207637	7	158532718
ENSG00000240299	9	121494519
ENSG00000242201	3	194145674
ENSG00000206681	6	165718235
ENSG00000266461	14	100814491
ENSG00000199990	5	140711275
ENSG00000277681	1	201863373
ENSG00000275054	7	117184126
ENSG00000252421	12	31802958
ENSG00000252711	6	47715283
ENSG00000284351	8	27701677
ENSG00000206764	1	182327068
ENSG00000252284	18	58600631
ENSG00000283489	11	132525809
ENSG00000283484	15	88611847
ENSG00000222071	10	21496562
ENSG00000239182	X	118738055
ENSG00000238443	12	133238455
ENSG00000265847	8	27886039
ENSG00000199791	2	230587121
ENSG00000201119	6	145463238
ENSG00000253016	12	38274448
ENSG00000253602	8	142247585
ENSG00000221594	10	54607874
ENSG00000266204	19	10038354
ENSG00000275948	11	65445541
ENSG00000265588	8	80241389
ENSG00000238562	11	102903892
ENSG00000240718	7	6047721
ENSG00000206592	5	79220942
ENSG00000206623	7	28118113
ENSG00000207551	10	100974985
ENSG00000274640	15	25041974
ENSG00000200427	6	85777639
ENSG00000212014	X	147259652
ENSG00000207706	19	53700015
ENSG00000199903	12	51037499
ENSG00000252742	2	128350829
ENSG00000251862	11	34941837
ENSG00000240803	19	14213052
ENSG00000199471	1	202914880
ENSG00000199652	8	135742343
ENSG00000207370	3	193624189
ENSG00000263909	2	75090812
ENSG00000272101	CHR_HSCHR15_4_CTG8	29880557
ENSG00000275174	15	21428879
ENSG00000200806	8	107884494
ENSG00000206801	20	43796437
ENSG00000206692	1	171253906
ENSG00000264539	13	114244505
ENSG00000263813	2	134127125
ENSG00000200455	4	40077884
ENSG00000277127	7	75057877
ENSG00000272533	14	103337849
ENSG00000202070	11	70075363
ENSG00000199730	15	58703852
ENSG00000221745	14	101025564
ENSG00000278673	KI270727.1	20741
ENSG00000238632	4	25598564
ENSG00000251697	9	34478622
